Net Range,Organization Name,Machines Responding
54.204.0.0 - 54.205.255.255,"Amazon.com, Inc.",28
91.228.68.0 - 91.228.71.255,INTERNATIONAL HOSTING SOLUTIONS LLP,2
134.190.0.0 - 134.190.255.255,Dalhousie University,14
107.191.60.0 - 107.191.61.255,"Vultr Holdings, LLC",1
194.31.173.0 - 194.31.173.255,TimeWeb Ltd.,1
188.225.208.0 - 188.225.215.255,188.225.208.0/23,1
108.136.0.0 - 108.137.255.255,Amazon Data Services Jakarta,7
77.158.81.8 - 77.158.81.15,SFR,1
15.236.0.0 - 15.237.255.255,Amazon Data Services France,19
206.221.208.0 - 206.221.223.255,"1U Web, INC.",1
210.16.96.0 - 210.16.99.255,"FUHEN TRADING CO., LIMITED",4
104.223.128.0 - 104.223.255.255,LayerHost,11
72.250.0.0 - 72.250.127.255,"T-Mobile USA, Inc.",3
94.131.9.0 - 94.131.9.255,STARK INDUSTRIES SOLUTIONS LTD.,1
185.227.252.0 - 185.227.255.255,"QuickPacket, LLC",1
24.141.0.0 - 24.141.255.255,Cogeco Connexion Inc.,2
45.230.176.0/22,NetMontes Telecomunica��es e Servi�os Ltda,1
212.182.125.0 - 212.182.125.63,specific route,1
62.72.176.0 - 62.72.191.255,IPXO LIMITED,1
167.219.0.0 - 167.219.47.255,Deloitte Services LP,2
88.208.212.0 - 88.208.215.255,Fasthosts Internet Limited,2
188.212.255.1 - 188.212.255.255,CLAUS WEB srl,1
65.108.0.0 - 65.109.255.255,RIPE Network Coordination Centre,34
23.57.16.0 - 23.57.31.255,"Akamai International, BV",5
107.150.0.0 - 107.150.31.255,QuadraNet Enterprises LLC,3
35.155.0.0 - 35.155.255.255,"Amazon.com, Inc.",13
69.56.64.0 - 69.56.127.255,Washington State K-20 Telecommunications Network,1
188.128.128.0 - 188.128.223.255,home.pl network,12
89.106.200.0 - 89.106.200.255,Enflow B.V.,1
54.233.0.0 - 54.233.255.255,Amazon Data Services Brazil,9
50.196.64.0 - 50.196.95.255,"Comcast Cable Communications, LLC",2
206.217.140.64 - 206.217.140.95,RackNerd LLC,1
93.118.128.0 - 93.118.159.255,Telecommunication Company of Tehran,1
211.42.128.0 - 211.42.159.255 (/19),Korea Telecom,1
95.51.123.152 - 95.51.123.159,for abuse: abuse@tpnet.pl,1
85.217.224.0 - 85.217.239.255,Link+ Ltd,1
69.132.0.0 - 69.135.255.255,Charter Communications Inc,2
18.144.0.0 - 18.144.255.255,"Amazon.com, Inc.",9
59.30.219.0 - 59.30.219.255 (/24),KT,1
190.21.128.0/17,Movistar Fibra,1
208.88.227.0 - 208.88.227.255,Webzilla Inc.,1
173.240.144.0 - 173.240.159.255,BisectHosting,1
38.177.128.0 - 38.177.255.255,PEG TECH INC,15
204.107.145.0 - 204.107.145.255,WHEELER MACHINERY CO.,1
5.183.9.0 - 5.183.9.255,Hostinger International Limited,1
84.113.1.0 - 84.113.254.255,Magenta Telekom,1
185.236.136.0 - 185.236.139.255,IPv4 address block not managed by the RIPE NCC,2
94.23.192.0 - 94.23.255.255,"Paris, France",2
88.86.208.0 - 88.86.223.255,INSYS LLC,2
58.87.64.0 - 58.87.127.255,Shenzhen Tencent Computer Systems Company Limited,2
137.220.48.0 - 137.220.49.255,"Vultr Holdings, LLC",2
70.98.8.0 - 70.98.15.255,Nuvera,2
200.238.144.0/20,UFPR (Universidade Federal do Paran�),4
12.18.199.0 - 12.18.199.255,ACC-BENJAMIN VANDER JAGT,1
192.107.136.0 - 192.107.143.255,Austin Independent School District,3
198.38.76.0 - 198.38.79.255,"TotalChoice Hosting, LLC",1
198.199.190.0 - 198.199.190.255,Heartland Regional Medical Center,1
2.16.192.0 - 2.16.207.255,Akamai Technologies,3
183.99.188.0 - 183.99.188.255 (/24),Korea Telecom,1
205.172.44.0 - 205.172.47.255,City of Yakima,1
198.74.48.0 - 198.74.63.255,Linode,2
200.186.3.0/24,G&K Holdind Ltda,1
67.222.128.0 - 67.222.159.255,DFW Datacenter,5
38.162.64.0 - 38.162.127.255,KURUN CLOUD INC,9
3.0.0.0 - 3.1.255.255,Amazon Data Services Singapore,6
66.251.128.0 - 66.251.191.255,LiquidCloud,4
193.112.0.0 - 193.112.255.255,IPv4 address block not managed by the RIPE NCC,2
65.49.192.0 - 65.49.239.255,Cluster Logic Inc,6
104.0.0.0 - 104.15.255.255,AT&T Corp.,6
45.240.0.0 - 45.247.255.255,Link Egypt (Link.NET),21
107.171.128.0 - 107.171.255.255,Videotron Ltee,1
82.4.232.0 - 82.4.239.255,VIRGIN-MEDIA-UK-IP-BLOCK,1
85.69.0.0 - 85.69.31.255,End-User NUMERICABLE,3
154.89.80.0 - 154.89.80.255,"Shenzhen Jizhan Technology Co., Ltd",1
47.87.128.0 - 47.87.255.255,Zenlayer Inc,2
168.183.0.0 - 168.183.255.255,UnitedHealth Group Incorporated,10
85.195.49.64 - 85.195.49.127,Net at Once AB,1
202.41.160.0 - 202.41.191.255,Ramkhamhaeng University,1
66.98.112.0 - 66.98.127.255,Cluster Logic Inc,3
45.143.252.0 - 45.143.255.255,SC ITNS.NET SRL,1
148.201.0.0 - 148.221.255.255,Latin American and Caribbean IP address Regional Registry,35
24.101.178.0 - 24.101.178.127,Armstrong,1
186.64.64.0/19,NODOSUD S.A,2
193.194.32.0 - 193.194.95.255,ARN-v4,2
199.34.16.0 - 199.34.31.255,Sipbound Corporation,1
141.94.238.0 - 141.94.238.255,OVH SAS,1
74.81.160.0 - 74.81.167.255,Hawkeye Telephone Company,1
195.154.0.0 - 195.154.127.255,Scaleway,3
54.94.0.0 - 54.94.255.255,Amazon Data Services Brazil,7
192.182.160.0 - 192.183.159.255,"Frontier Communications of America, Inc.",1
217.63.84.0 - 217.63.85.255,DELTA Fiber Nederland B.V.,1
119.245.185.0 - 119.245.185.255,"Server Hosting Service                         (NTTPCCommunications,Inc.)",1
176.119.32.0 - 176.119.63.255,Oktawave S.A.,2
124.220.0.0 - 124.223.255.255,China Internet Network Information Center,31
114.34.0.0 - 114.34.255.255,Taipei Taiwan,6
69.195.64.0 - 69.195.127.255,Unified Layer,12
51.81.0.0 - 51.81.255.255,IPv4 address block not managed by the RIPE NCC,19
154.205.236.0 - 154.205.236.255,INTERCONTINENTAL INTERNET DATA CORP,2
198.1.128.0 - 198.1.191.255,SERVERYOU INC,6
221.162.130.0 - 221.162.130.255 (/24),Korea Telecom,1
3.34.0.0 - 3.35.255.255,AWS Asia Pacific (Seoul) Region,15
64.94.0.0 - 64.95.95.255,Unitas Global,3
123.60.0.0 - 123.60.255.255,"Shenzhen,Guangdong Province, 518129 P.R.China",11
153.120.43.0 - 153.120.43.255,SAKURA Internet Inc.,2
154.214.14.0 - 154.214.14.255,CenturyNetworks LTD,1
104.206.234.0 - 104.206.234.255,ServerHub New York,2
149.0.0.0 - 149.0.255.255,RIPE Network Coordination Centre,1
118.98.16.0 - 118.98.31.255,Telekomunikasi Indonesia (PT),1
90.153.12.192 - 90.153.12.207,Teleos by EWETEL,1
67.217.64.0 - 67.217.95.255,"Goto Group, Inc.",4
177.129.8.0/22,CITTA TELECOM LTDA,1
91.219.40.0 - 91.219.43.255,Voicetec sys Limited,1
124.48.0.0 - 124.63.255.255,LG POWERCOMM,1
95.100.128.0 - 95.100.143.255,Akamai Technologies,1
85.193.88.0 - 85.193.88.255,VDS-and-Dedics,1
138.1.0.0 - 138.1.255.255,Oracle Corporation,1
144.126.192.0 - 144.126.255.255,"DigitalOcean, LLC",8
203.36.0.0 - 203.39.255.255,Telstra Corporation Limited,1
173.196.0.0 - 173.198.159.255,Charter Communications Inc,6
195.234.4.0 - 195.234.5.255,HOSTLAB LLC,1
207.148.24.0 - 207.148.25.255,"Vultr Holdings, LLC",1
91.214.4.0 - 91.214.7.255,HSBC Bank plc,1
203.245.0.0 - 203.245.15.255 (/20),Korea Telecom,1
178.79.144.0 - 178.79.151.255,Linode-2,1
91.210.164.0 - 91.210.164.255,Friendhosting LTD,1
64.9.192.0 - 64.9.223.255,"Otava, LLC",1
180.177.80.0 - 180.177.95.255,Taipei Taiwan,1
8.128.0.0 - 8.191.255.255,Asia Pacific Network Information Centre,47
162.217.172.0 - 162.217.175.255,"QuickPacket, LLC",4
192.159.161.0 - 192.159.168.255,"eFolder, Inc",5
209.140.0.0 - 209.140.15.255,Cedar Networks,1
13.36.0.0 - 13.39.255.255,Amazon Data Services France,30
190.181.0.0/18,AXS Bolivia S. A.,1
57.0.0.0 - 57.255.255.255,RIPE Network Coordination Centre,11
88.101.42.0 - 88.101.42.255,CZ.CZNET,1
161.71.0.0 - 161.74.255.255,RIPE Network Coordination Centre,13
5.11.128.0 - 5.11.191.255,TURKCELL INTERNET,1
85.113.18.0 - 85.113.18.255,KTNET-KG,1
45.239.216.0/22,CARRASCO Y REYES SERVICIOS INFORMÁTICOS LIMITADA,1
3.248.0.0 - 3.255.255.255,Amazon Data Services Ireland Limited,21
118.98.128.0 - 118.98.255.255,Departemen Pendidikan Nasional,3
149.104.0.0 - 149.104.255.255,"PSINet, Inc.",10
119.196.240.0 - 119.196.240.255 (/24),(ju)taimgyoyuk,1
63.240.0.0 - 63.242.255.255,CERFnet,1
91.238.164.0 - 91.238.165.255,Enix Ltd,2
184.168.0.0 - 184.168.255.255,"GoDaddy.com, LLC",14
83.133.240.0 - 83.133.255.255,Pixel X e.K. via euNetworks,1
77.55.182.0 - 77.55.183.255,webhosting servers,1
179.36.0.0/14,Telefonica de Argentina,11
2.21.16.0 - 2.21.31.255,Akamai Technologies,3
103.24.154.0 - 103.24.155.255,Guochao Group limited,1
2.18.160.0 - 2.18.175.255,Akamai Technologies,1
198.12.128.0 - 198.12.255.255,"GoDaddy.com, LLC",12
136.159.0.0 - 136.159.255.255,University of Calgary,5
103.75.240.0 - 103.75.243.255,"HONG KONG G&S TRADING CO., LIMITED",3
146.255.0.0 - 146.255.255.255,RIPE Network Coordination Centre,3
80.120.141.0 - 80.120.141.63,HIGHWAY194,1
185.203.250.0 - 185.203.250.255,Bluematrix FL,1
89.187.27.0 - 89.187.27.255,"The national operator of wireless communication ""WiMAX-Ukraine""",1
104.224.128.0 - 104.224.191.255,IT7 Networks Inc,2
120.53.192.0 - 120.53.255.255,Shenzhen Tencent Computer Systems Company Limited,1
23.234.210.0 - 23.234.210.255,Wave 7 LLC,1
81.250.201.0 - 81.250.201.255,Orange,1
148.255.0.0 - 148.255.255.255,Latin American and Caribbean IP address Regional Registry,15
104.239.128.0 - 104.239.255.255,Rackspace Hosting,9
216.98.224.0 - 216.98.255.255,"Cactus International, Inc.",1
185.205.132.0 - 185.205.133.255,Innovating Channel LLP,1
142.44.64.0 - 142.44.127.255,"NETWORK INNOVATIONS, LLC",2
172.87.192.0 - 172.87.223.255,HT,20
143.111.0.0 - 143.111.255.255,The University Of Texas M.D. Anderson Cancer Center,1
212.76.120.0 - 212.76.123.255,Internet Rimon LTD,1
118.99.183.0 - 118.99.183.127,Taipei Taiwan,1
133.110.144.0-133.110.223.255,IIJ Internet,2
104.108.32.0 - 104.108.47.255,"Akamai International, BV",4
51.77.196.96 - 51.77.196.111,OVH Srl,1
82.193.243.0 - 82.193.243.255,e.discom PA space,1
85.214.16.0 - 85.214.139.255,Strato AG,14
54.220.0.0 - 54.220.255.255,"Amazon.com, Inc.",8
209.54.112.0 - 209.54.127.255,"EZProvider Networks, Inc.",3
170.61.0.0 - 170.61.255.255,The Bank of New York Mellon Corporation,19
195.209.64.0 - 195.209.79.255,"OOO ""Sovremennye setevye tekhnologii""",2
5.198.252.224 - 5.198.252.255,Acuit Systems IP-RANGE,1
45.204.44.0 - 45.204.44.255,INTERCONTINENTAL INTERNET DATA CORP,1
52.61.0.0 - 52.61.255.255,"Amazon.com, Inc.",10
81.5.167.64 - 81.5.167.71,Eclipse Networking Ltd.,1
208.64.100.0 - 208.64.103.255,"Parus Holdings, Inc.",1
54.239.128.0 - 54.239.191.255,"Amazon.com, Inc.",5
66.226.72.0 - 66.226.77.255,Codero,1
54.196.0.0 - 54.197.255.255,"Amazon.com, Inc.",22
147.182.128.0 - 147.182.255.255,"DigitalOcean, LLC",16
125.176.0.0 - 125.191.255.255,LG POWERCOMM,2
116.128.0.0 - 116.191.255.255,China Unicom CHINA169 Network,10
37.200.72.0 - 37.200.73.255,ISP Podryad Nets,1
23.83.0.0 - 23.83.63.255,"LeaseWeb USA, Inc. Los Angeles",7
86.115.0.0 - 86.115.63.255,Telia Finland Oyj,1
107.151.215.24 - 107.151.215.31,xingzi,1
212.205.77.128 - 212.205.77.255,OTEnet,1
188.39.38.112 - 188.39.38.127,ENTANET International Ltd,1
216.55.132.0 - 216.55.135.255,Internet Names For Business Inc.,1
95.100.224.0 - 95.100.239.255,Akamai Technologies @ Telecom Italia,2
175.110.96.0 - 175.110.96.255,Orient Express LDI Limited,1
181.39.24.48/29,Clientes Guayaquil,1
103.234.252.0 - 103.234.255.255,Jakarta 14470,1
58.152.0.0 - 58.152.255.255,PCCW IMS Limited,1
62.182.32.0 - 62.182.35.255,Hop Bilisim Teknolojileri Anonim Sirketi,1
210.152.148.0/22,"RIDE Co.,Ltd.",1
197.15.0.0 - 197.15.255.255,website: http://www.3s.tn/,33
202.183.0.0 - 202.183.31.255,Route to BIGNET ASN,5
59.27.247.0 - 59.27.247.63 (/26),Korea Telecom,1
207.23.192.0 - 207.23.223.255,Simon Fraser University,14
104.207.192.0 - 104.207.223.255,"Lightower Fiber Networks I, LLC",2
50.116.128.0 - 50.116.191.255,NetNet,27
102.217.251.0 - 102.217.251.255,URBAN WAVE INTERNET SOLUTIONS,1
2.18.80.0 - 2.18.95.255,Akamai Technologies,2
212.224.64.0 - 212.224.127.255,firstcolo GmbH,1
103.107.112.0 - 103.107.115.255,Arjun Infotech,1
199.17.0.0 - 199.17.255.255,Minnesota State Colleges and Universities,1
185.208.154.0 - 185.208.154.255,FX-MONTENEGRO,1
50.2.27.128 - 50.2.27.191,Nan Nan,1
128.140.0.0 - 128.140.255.255,RIPE Network Coordination Centre,8
212.108.153.0 - 212.108.153.255,CAGNET,1
209.190.0.0 - 209.190.127.255,eNET Inc.,3
185.156.174.0 - 185.156.174.255,M247 LTD Prague Infrastructure,1
107.178.128.0 - 107.178.191.255,GCHAO LLC,22
107.175.127.0 - 107.175.127.127,RackNerd LLC,1
70.64.0.0 - 70.79.255.255,Shaw Communications Inc.,17
155.138.204.0 - 155.138.205.255,"Vultr Holdings, LLC",1
118.233.160.0 - 118.233.191.255,Taipei Taiwan,1
114.55.0.0 - 114.55.255.255,"Alibaba (US) Technology Co., Ltd.",6
186.17.0.0/16,Telecel S.A.,1
209.197.64.0 - 209.197.127.255,pair Networks,2
109.72.112.0 - 109.72.119.255,TVCOM Ltd.,1
221.144.0.0 - 221.168.255.255,Korea Telecom,1
38.173.128.0 - 38.173.255.255,PEG TECH INC,18
134.212.0.0 - 134.214.255.255,RIPE Network Coordination Centre,7
38.40.128.0 - 38.40.255.255,PEG TECH INC,32
185.114.22.150 - 185.114.22.150,Osbil Technology Ltd.,1
101.160.0.0 - 101.191.255.255,Telstra Corporation Limited,4
203.57.0.0 - 203.57.1.255,Escapenet Pty Ltd,1
54.215.0.0 - 54.215.255.255,"Amazon.com, Inc.",9
154.214.97.0 - 154.214.97.255,Starbow Ltd,1
185.115.152.0 - 185.115.155.255,Tesserakt Inc.,1
77.83.140.0 - 77.83.143.255,"Fly.io, Inc",2
211.184.126.0 - 211.184.126.255 (/24),Korea Telecom,1
70.24.0.0 - 70.31.255.255,Bell Canada,4
1.234.0.0 - 1.255.255.255,SK Broadband Co Ltd,10
13.125.0.0 - 13.125.255.255,AWS Asia Pacific (Seoul) Region,12
192.139.171.0 - 192.139.171.255,Unibase Telecom LTD.,1
149.152.0.0 - 149.152.255.255,"Connecticut State Colleges & Universities, Connecticut State University System",12
184.85.176.0 - 184.85.191.255,"Akamai International, BV",3
104.106.224.0 - 104.106.239.255,"Akamai International, BV",2
45.32.52.0 - 45.32.55.255,"Vultr Holdings, LLC",1
217.94.96.0 - 217.95.255.255,Deutsche Telekom AG,2
198.71.128.0 - 198.71.255.255,"GoDaddy.com, LLC",6
104.254.96.0 - 104.254.97.255,Confluence Networks Inc,1
64.151.192.0 - 64.151.255.255,In2net Network Inc.,1
199.60.0.0 - 199.60.18.255,Simon Fraser University,11
192.145.232.0 - 192.145.239.255,"InMotion Hosting, Inc.",2
23.61.208.0 - 23.61.223.255,"Akamai International, BV",5
168.158.0.0 - 168.158.255.255,Sprint,9
148.113.16.0 - 148.113.19.255,OVHTECH R&D (INDIA) PRIVATE LIMITED,1
168.61.0.0 - 168.63.255.255,Microsoft Corp,12
160.40.0.0 - 160.40.255.255,RIPE Network Coordination Centre,1
184.25.158.0 - 184.25.159.255,"Akamai International, BV",2
121.134.122.0 - 121.134.122.255 (/24),Korea Telecom,1
157.175.0.0 - 157.175.255.255,Amazon Data Services Bahrain,7
64.227.0.0 - 64.227.127.255,"DigitalOcean, LLC",12
180.96.0.0 - 180.127.255.255,Beijing 100032,8
67.20.64.0 - 67.20.127.255,Unified Layer,9
216.147.224.0 - 216.147.239.255,"WTC Communications, Inc.",1
102.133.64.0 - 102.133.95.255,Microsoft,1
45.41.80.0 - 45.41.95.255,HT,4
91.208.236.0 - 91.208.236.255,Hostker LLC,1
185.22.48.0 - 185.22.49.255,Axione French region,1
23.229.128.0 - 23.229.255.255,"GoDaddy.com, LLC",28
122.49.208.0 - 122.49.223.255,"WifiCity, Inc",1
92.123.252.0 - 92.123.255.255,Akamai Technologies,2
144.202.0.0 - 144.202.1.255,"Vultr Holdings, LLC",1
206.146.64.0 - 206.146.95.255,"Blue Earth Valley Communications, Inc.",2
199.102.8.0 - 199.102.15.255,Mercury Insurance Group,1
96.66.192.0 - 96.66.223.255,"Comcast Cable Communications, LLC",1
162.209.158.0 - 162.209.158.255,shenqing,1
64.227.128.0 - 64.227.191.255,"DigitalOcean, LLC",6
151.80.165.192 - 151.80.165.255,OVH Hosting Limited,1
81.11.192.0 - 81.11.255.255,Scarlet Belgium NV,1
2.23.96.0 - 2.23.111.255,Akamai Technologies,1
109.106.240.0 - 109.106.247.255,Hostinger International Limited,2
90.206.0.0 - 90.206.255.255,Sky Broadband,1
202.243.128.0/20,The University of Shiga Prefecture,1
31.204.152.0 - 31.204.153.255,i3D.net B.V. (AS49544),1
88.214.64.0 - 88.214.95.255,UMC,1
104.85.16.0 - 104.85.31.255,"Akamai International, BV",6
77.108.0.0 - 77.108.63.255,B.B.Bell SPA,1
201.96.0.0/12,UNINET,5
50.7.156.0 - 50.7.157.255,FDCservers.net,2
213.232.20.0 - 213.232.28.255,"Co-loc, Web hosting, smart host, VPS",1
185.201.17.0 - 185.201.17.255,NL-SPAMEXPERTS-EU-2,2
218.144.111.0 - 218.144.111.255 (/24),KT,1
66.135.64.0 - 66.135.95.255,"Montana Sky Networks, Inc.",6
157.101.0.0 - 157.119.187.255,Asia Pacific Network Information Centre,9
98.108.0.0 - 98.119.255.255,Verizon Business,10
82.98.176.0 - 82.98.176.255,Dinahosting Subred 12J3,1
203.119.87.0 - 203.119.87.255,Hong Kong Domain Name Registration Company Limited,1
95.100.208.0 - 95.100.223.255,Akamai Technologies,1
66.162.0.0 - 66.162.255.255,"Level 3 Parent, LLC",2
132.216.0.0 - 132.216.255.255,McGill University,1
72.52.64.0 - 72.52.127.255,Hurricane Electric LLC,7
93.56.124.0 - 93.56.124.127,Fastweb Networks block,1
200.238.160.0/19,UFPR (Universidade Federal do Paran�),3
178.210.64.0 - 178.210.92.255,RU-CENTER-HOSTING,2
23.235.128.0 - 23.235.159.255,XeVPS L.L.C,8
204.10.44.0 - 204.10.47.255,Unum Group,1
138.2.0.0 - 138.2.255.255,Oracle Corporation,4
79.132.142.0 - 79.132.142.255,"www.fornex.com, Fornex Hosting S.L.",1
189.204.209.0/24,TELECOMUNICACIONES DE MEXICO,1
86.38.216.0 - 86.38.219.255,"SC ""Lithuanian Radio and TV Center""",1
186.226.160.0/20,INFORTEL COMUNICACOES LTDA,1
185.22.62.0 - 185.22.63.255,IONICA LLC route,1
207.32.216.0 - 207.32.219.255,"1GSERVERS, LLC",1
217.18.240.0 - 217.18.255.255,A1 Bulgaria EAD,1
69.67.32.0 - 69.67.47.255,African Network Information Center,1
23.40.112.0 - 23.40.127.255,"Akamai International, BV",4
104.78.160.0 - 104.78.175.255,"Akamai International, BV",6
182.254.128.0 - 182.254.255.255,Tencent Cloud Computing,2
111.184.0.0 - 111.185.255.255,Hoshin Multimedia Center Inc.,4
121.4.0.0 - 121.5.255.255,China Internet Network Information Center,8
206.0.0.0 - 206.2.255.255,"PSINet, Inc.",16
223.223.168.0 - 223.223.175.255,Telcotech Ltd,1
159.253.0.0 - 159.253.255.255,RIPE Network Coordination Centre,4
108.63.22.0 - 108.63.29.255,Rogers Communications Canada Inc.,1
15.204.219.0 - 15.204.219.255,OVH (NWK),2
142.44.202.0 - 142.44.202.255,OVH (NWK),1
54.39.0.0 - 54.39.255.255,"OVH Hosting, Inc.",5
129.211.0.0 - 129.211.255.255,Asia Pacific Network Information Centre,4
46.44.0.0 - 46.44.15.255,send abuse e-mail to abuse@fryazino.net,1
47.88.0.0 - 47.91.255.255,Alibaba Cloud LLC,22
188.170.248.0 - 188.170.248.255,RU-MEGAFONSIB-20161123,1
188.24.192.0 - 188.24.255.255,RDSNET,1
202.160.152.0 - 202.160.155.255,HAO FU INTERNATIONAL LIMITED,5
118.99.128.0 - 118.99.255.255,Taipei Taiwan 115,1
65.38.0.0 - 65.38.31.255,TulsaConnect,1
64.74.160.0 - 64.74.163.255,Dedicated.com,1
128.252.0.0 - 128.252.255.255,Washington University,4
47.12.0.0 - 47.14.255.255,Charter Communications,8
88.26.192.0 - 88.26.255.255,RIMA (Red IP Multi Acceso),1
81.211.93.0 - 81.211.93.95,EDN Sovintel,1
190.36.0.0/14,"CANTV Servicios, Venezuela",6
193.39.14.0 - 193.39.14.255,HU,1
47.87.176.0 - 47.87.191.255,Virtual Machine Solutions LLC,2
85.153.117.0 - 85.153.117.255,NGI2-EE,1
210.32.0.0 - 210.35.255.255,"Beijing, 100084",4
185.181.198.0 - 185.181.198.255,DDOSX,1
51.158.128.0 - 51.158.255.255,Scaleway,1
92.133.240.0 - 92.133.247.255,France Telecom Orange,1
115.126.81.0 - 115.126.81.255,Forewin Telecom Group Limited,1
52.30.0.0 - 52.31.255.255,Amazon Data Services Ireland Limited,28
165.225.0.0 - 165.225.127.255,"ZSCALER, INC.",4
138.198.0.0 - 138.199.95.255,RIPE Network Coordination Centre,2
193.221.116.0 - 193.221.116.255,SWISSbyte GmbH,1
216.68.0.0 - 216.68.255.255,Fuse Internet Access,3
70.80.0.0 - 70.83.255.255,Videotron Ltee,12
104.148.0.0 - 104.148.127.255,LayerHost,9
23.39.192.0 - 23.39.207.255,"Akamai International, BV",7
192.99.68.0 - 192.99.71.255,"OVH Hosting, Inc.",2
50.116.64.0 - 50.116.127.255,WEBSITEWELCOME.COM,9
67.222.32.0 - 67.222.63.255,Unified Layer,2
2.18.250.0 - 2.18.251.255,Akamai Technologies,1
212.219.63.240 - 212.219.63.255,United Kingdom,1
162.192.0.0 - 162.207.255.255,AT&T Corp.,4
107.179.0.0 - 107.179.127.255,LayerHost,3
167.114.0.0 - 167.114.255.255,"OVH Hosting, Inc.",9
186.233.120.0/21,TV Cabo de Santo Anastacio Ltda,1
203.18.98.0 - 203.18.98.255,Mistic Internet Security Pty Ltd,1
45.196.209.0 - 45.196.209.255,LuoGeLang France Limited,4
139.99.216.0 - 139.99.223.255,OVH Australia PTY LTD,1
144.217.203.0 - 144.217.203.255,"OVH Hosting, Inc.",1
96.9.0.0 - 96.9.63.255,"Register.com, Inc",26
208.99.28.0 - 208.99.31.255,teknet,1
78.157.248.0 - 78.157.251.255,KAMTV-NET,1
173.249.0.0 - 173.249.63.255,RIPE Network Coordination Centre,10
185.40.5.0 - 185.40.5.255,Melbikomas UAB,1
217.182.183.0 - 217.182.183.255,OVH SAS,1
212.3.128.0 - 212.3.159.255,PJSC Rostelecom,1
45.183.112.0/22,Marcelo da Silva Brasil ME,1
194.239.188.0 - 194.239.188.255,Tele Danmark,1
173.230.224.0 - 173.230.239.255,"Webhosting.Net, Inc.",1
185.101.159.0 - 185.101.159.255,NET-185-101-159-0,2
107.158.160.0 - 107.158.163.255,ServerHub Dallas,1
185.2.4.0 - 185.2.7.255,REGISTER S.P.A.,2
185.46.58.0 - 185.46.58.255,"METANET AG, Switzerland",1
62.128.110.0 - 62.128.111.255,CITIC Telecom CPC Estonia,1
211.41.64.0 - 211.41.95.255 (/19),Korea Telecom,1
161.34.0.0 - 161.34.255.255,Asia Pacific Network Information Centre,4
185.240.76.0 - 185.240.76.255,Fribourg Cloud,1
212.83.128.0 - 212.83.143.255,Scaleway,2
24.200.0.0 - 24.203.255.255,Videotron Ltee,4
122.116.0.0 - 122.116.255.255,Taipei Taiwan,17
80.158.32.0 - 80.158.63.255,T-Systems International GmbH,2
